"R Package","Dataset","Description","Doc","CSV"
"car","States","Education and Related Statistics for the U.S. States","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/States.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/States.csv"
"car","Transact","Transaction data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Transact.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Transact.csv"
"car","UN","GDP and Infant Mortality","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/UN.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/UN.csv"
"car","USPop","Population of the United States","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/USPop.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/USPop.csv"
"car","Vocab","Vocabulary and Education","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Vocab.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Vocab.csv"
"car","WeightLoss","Weight Loss Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/WeightLoss.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/WeightLoss.csv"
"car","Womenlf","Canadian Women's Labour-Force Participation","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Womenlf.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Womenlf.csv"
"car","Wool","Wool data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Wool.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Wool.csv"
"cluster","agriculture","European Union Agricultural Workforces","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/agriculture.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/agriculture.csv"
"cluster","animals","Attributes of Animals","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/animals.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/animals.csv"
"cluster","chorSub","Subset of C-horizon of Kola Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/chorSub.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/chorSub.csv"
"cluster","flower","Flower Characteristics","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/flower.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/flower.csv"
"cluster","plantTraits","Plant Species Traits Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/plantTraits.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/plantTraits.csv"
"cluster","pluton","Isotopic Composition Plutonium Batches","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/pluton.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/pluton.csv"
"cluster","ruspini","Ruspini Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/ruspini.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ruspini.csv"
"cluster","votes.repub","Votes for Republican Candidate in Presidential Elections","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/votes.repub.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/votes.repub.csv"
"cluster","xclara","Bivariate Data Set with 3 Clusters","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/xclara.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/xclara.csv"
"COUNT","affairs","affairs","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/affairs.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/affairs.csv"
"COUNT","azdrg112","azdrg112","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/azdrg112.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/azdrg112.csv"
"COUNT","azpro","azpro","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/azpro.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/azpro.csv"
"COUNT","badhealth","badhealth","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/badhealth.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/badhealth.csv"
"COUNT","fasttrakg","fasttrakg","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/fasttrakg.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/fasttrakg.csv"
"COUNT","lbw","lbw","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/lbw.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lbw.csv"
"COUNT","lbwgrp","lbwgrp","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/lbwgrp.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lbwgrp.csv"
"COUNT","loomis","loomis","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/loomis.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/loomis.csv"
"COUNT","mdvis","mdvis","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/mdvis.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/mdvis.csv"
"COUNT","medpar","medpar","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/medpar.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/medpar.csv"
"COUNT","rwm","rwm","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/rwm.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rwm.csv"
"COUNT","rwm5yr","rwm5yr","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/rwm5yr.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/rwm5yr.csv"
"COUNT","ships","ships","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/ships.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ships.csv"
"COUNT","titanic","titanic","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/titanic.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/titanic.csv"
"COUNT","titgrp","titgrp","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/titgrp.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/titgrp.csv"
"countrycode","countrycode_data","Country code translation data frame","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/countrycode_data.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/countrycode_data.csv"
"Ecdat","Accident","Ship Accidents","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Accident.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Accident.csv"
"Ecdat","Airline","Cost for U.S. Airlines","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Airline.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Airline.csv"
"Ecdat","Airq","Air Quality for Californian Metropolitan Areas","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Airq.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Airq.csv"
"Ecdat","Benefits","Unemployement of Blue Collar Workers","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Benefits.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Benefits.csv"
"Ecdat","Bids","Bids Received By U.S. Firms","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Bids.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Bids.csv"
"Ecdat","BudgetFood","Budget Share of Food for Spanish Households","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/BudgetFood.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/BudgetFood.csv"
"Ecdat","BudgetItaly","Budget Shares for Italian Households","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/BudgetItaly.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/BudgetItaly.csv"
"Ecdat","BudgetUK","Budget Shares of British Households","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/BudgetUK.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/BudgetUK.csv"
"Ecdat","Bwages","Wages in Belgium","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Bwages.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Bwages.csv"
"Ecdat","CPSch3","Earnings from the Current Population Survey","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/CPSch3.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/CPSch3.csv"
"Ecdat","Capm","Stock Market Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Capm.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Capm.csv"
"Ecdat","Car","Stated Preferences for Car Choice","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Car.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Car.csv"
"Ecdat","Caschool","The California Test Score Data Set","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Caschool.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Caschool.csv"
"Ecdat","Catsup","Choice of Brand for Catsup","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Catsup.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Catsup.csv"
"Ecdat","Cigar","Cigarette Consumption","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Cigar.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Cigar.csv"
"Ecdat","Cigarette","The Cigarette Consumption Panel Data Set","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Cigarette.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Cigarette.csv"
"Ecdat","Clothing","Sales Data of Men's Fashion Stores","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Clothing.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Clothing.csv"
"Ecdat","Computers","Prices of Personal Computers","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Computers.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Computers.csv"
"Ecdat","Cracker","Choice of Brand for Crakers","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Cracker.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Cracker.csv"
"Ecdat","Crime","Crime in North Carolina","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Crime.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Crime.csv"
"Ecdat","DM","DM Dollar Exchange Rate","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DM.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DM.csv"
"Ecdat","Diamond","Pricing the C's of Diamond Stones","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Diamond.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Diamond.csv"
"Ecdat","Doctor","Number of Doctor Visits","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Doctor.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Doctor.csv"
"Ecdat","DoctorAUS","Doctor Visits in Australia","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DoctorAUS.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DoctorAUS.csv"
"Ecdat","DoctorContacts","Contacts With Medical Doctor","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DoctorContacts.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DoctorContacts.csv"
"Ecdat","Earnings","Earnings for Three Age Groups","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Earnings.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Earnings.csv"
"Ecdat","Electricity","Cost Function for Electricity Producers","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Electricity.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Electricity.csv"
"Ecdat","Fair","Extramarital Affairs Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Fair.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Fair.csv"
"Ecdat","Fatality","Drunk Driving Laws and Traffic Deaths","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Fatality.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Fatality.csv"
"Ecdat","Fishing","Choice of Fishing Mode","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Fishing.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Fishing.csv"
"Ecdat","Forward","Exchange Rates of US Dollar Against Other Currencies","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Forward.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Forward.csv"
"Ecdat","FriendFoe","Data from the Television Game Show Friend Or Foe ?","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/FriendFoe.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/FriendFoe.csv"
"Ecdat","Garch","Daily Observations on Exchange Rates of the US Dollar Against Other Currencies","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Garch.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Garch.csv"
"Ecdat","Gasoline","Gasoline Consumption","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Gasoline.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Gasoline.csv"
"Ecdat","Griliches","Wage Datas","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Griliches.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Griliches.csv"
"Ecdat","Grunfeld","Grunfeld Investment Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Grunfeld.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Grunfeld.csv"
"Ecdat","HC","Heating and Cooling System Choice in Newly Built Houses in California","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/HC.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HC.csv"
"Ecdat","HI","Health Insurance and Hours Worked By Wives","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/HI.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HI.csv"
"Ecdat","Hdma","The Boston HDMA Data Set","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Hdma.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Hdma.csv"
"Ecdat","Heating","Heating System Choice in California Houses","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Heating.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Heating.csv"
"Ecdat","Hedonic","Hedonic Prices of Cencus Tracts in Boston","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Hedonic.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Hedonic.csv"
"Ecdat","Housing","Sales Prices of Houses in the City of Windsor","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Housing.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Housing.csv"
"Ecdat","Icecream","Ice Cream Consumption","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Icecream.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Icecream.csv"
"Ecdat","Journals","Economic Journals Dat Set","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Journals.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Journals.csv"
"Ecdat","Kakadu","Willingness to Pay for the Preservation of the Kakadu National Park","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Kakadu.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Kakadu.csv"
"Ecdat","Ketchup","Choice of Brand for Ketchup","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Ketchup.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Ketchup.csv"
"Ecdat","Klein","Klein's Model I","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Klein.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Klein.csv"
"Ecdat","LaborSupply","Wages and Hours Worked","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/LaborSupply.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/LaborSupply.csv"
"Ecdat","Labour","Belgian Firms","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Labour.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Labour.csv"
"Ecdat","MCAS","The Massashusets Test Score Data Set","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/MCAS.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MCAS.csv"
"Ecdat","Males","Wages and Education of Young Males","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Males.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Males.csv"
"Ecdat","Mathlevel","Level of Calculus Attained for Students Taking Advanced Micro-economics","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Mathlevel.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Mathlevel.csv"
"Ecdat","MedExp","Structure of Demand for Medical Care","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/MedExp.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MedExp.csv"
"Ecdat","Metal","Production for SIC 33","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Metal.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Metal.csv"
"Ecdat","Mode","Mode Choice","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Mode.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Mode.csv"
"Ecdat","ModeChoice","Data to Study Travel Mode Choice","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/ModeChoice.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/ModeChoice.csv"
"Ecdat","Mofa","International Expansion of U.S. Mofa's (majority-owned Foreign Affiliates in Fire (finance, Insurance and Real Estate)","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Mofa.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Mofa.csv"
"Ecdat","MunExp","Municipal Expenditure Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/MunExp.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/MunExp.csv"
"Ecdat","NaturalPark","Willingness to Pay for the Preservation of the Alentejo Natural Park","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/NaturalPark.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/NaturalPark.csv"
"Ecdat","Nerlove","Cost Function for Electricity Producers, 1955","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Nerlove.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Nerlove.csv"
"Ecdat","OFP","Visits to Physician Office","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/OFP.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/OFP.csv"
"Ecdat","Oil","Oil Investment","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Oil.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Oil.csv"
"Ecdat","PSID","Panel Survey of Income Dynamics","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/PSID.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/PSID.csv"
"Ecdat","Participation","Labor Force Participation","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Participation.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Participation.csv"
"Ecdat","PatentsHGH","Dynamic Relation Between Patents and R&D","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/PatentsHGH.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/PatentsHGH.csv"
"Ecdat","PatentsRD","Patents, R&D and Technological Spillovers for a Panel of Firms","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/PatentsRD.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/PatentsRD.csv"
"Ecdat","Pound","Pound-dollar Exchange Rate","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Pound.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Pound.csv"
"Ecdat","Produc","Us States Production","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Produc.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Produc.csv"
"Ecdat","RetSchool","Return to Schooling","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/RetSchool.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/RetSchool.csv"
"Ecdat","SP500","Returns on Standard & Poor's 500 Index","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/SP500.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/SP500.csv"
"Ecdat","Schooling","Wages and Schooling","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Schooling.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Schooling.csv"
"Ecdat","Somerville","Visits to Lake Somerville","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Somerville.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Somerville.csv"
"Ecdat","Star","Effects on Learning of Small Class Sizes","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Star.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Star.csv"
"Ecdat","Strike","Strike Duration Data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Strike.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Strike.csv"
"Ecdat","StrikeDur","Strikes Duration","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/StrikeDur.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/StrikeDur.csv"
"Ecdat","StrikeNb","Number of Strikes in Us Manufacturing","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/StrikeNb.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/StrikeNb.csv"
"Ecdat","SumHes","The Penn Table","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/SumHes.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/SumHes.csv"
"Ecdat","Tobacco","Households Tobacco Budget Share","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Tobacco.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Tobacco.csv"
"Ecdat","Train","Stated Preferences for Train Traveling","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Train.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Train.csv"
"Ecdat","TranspEq","Statewide Data on Transportation Equipment Manufacturing","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/TranspEq.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/TranspEq.csv"
"Ecdat","Treatment","Evaluating Treatment Effect of Training on Earnings","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Treatment.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Treatment.csv"
"Ecdat","Tuna","Choice of Brand for Tuna","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Tuna.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Tuna.csv"
"Ecdat","UnempDur","Unemployment Duration","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/UnempDur.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/UnempDur.csv"
"Ecdat","Unemployment","Unemployment Duration","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Unemployment.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Unemployment.csv"
"Ecdat","University","Provision of University Teaching and Research","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/University.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/University.csv"
"Ecdat","VietNamI","Medical Expenses in Viet-nam (individual Level)","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/VietNamI.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/VietNamI.csv"
"Ecdat","Wages","Panel Datas of Individual Wages","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Wages.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Wages.csv"
"Ecdat","Wages1","Wages, Experience and Schooling","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Wages1.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Wages1.csv"
"Ecdat","Workinghours","Wife Working Hours","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Workinghours.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Workinghours.csv"
"Ecdat","Yen","Yen-dollar Exchange Rate","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Yen.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Yen.csv"
"Ecdat","Yogurt","Choice of Brand for Yogurts","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/Yogurt.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/Yogurt.csv"
"gam","gam.data","Simulated dataset for gam","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gam.data.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gam.data.csv"
"gam","gam.newdata","Simulated dataset for gam","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gam.newdata.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gam.newdata.csv"
"gam","kyphosis","A classic example dataset for GAMs","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/kyphosis.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/kyphosis.csv"
"gap","PD","A study of Parkinson's disease and APOE, LRRK2, SNCA makers","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/PD.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/PD.csv"
"gap","aldh2","ALDH2 markers and Alcoholism","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/aldh2.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/aldh2.csv"
"gap","apoeapoc","APOE/APOC1 markers and Alzheimer's","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/apoeapoc.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/apoeapoc.csv"
"gap","cf","Cystic fibrosis data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/cf.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/cf.csv"
"gap","crohn","Crohn's disease data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/crohn.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/crohn.csv"
"gap","fa","Friedreich Ataxia data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/fa.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/fa.csv"
"gap","fsnps","A case-control data involving four SNPs with missing genotype","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/fsnps.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/fsnps.csv"
"gap","hla","The HLA data","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/hla.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/hla.csv"
"gap","lukas","An example pedigree","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/lukas.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lukas.csv"
"gap","mao","A study of Parkinson's disease and MAO gene","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/mao.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/mao.csv"
"gap","mhtdata","An example data for Manhattan plot","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/mhtdata.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/mhtdata.csv"
"gap","nep499","A study of Alzheimer's disease with eight SNPs and APOE","https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/nep499.html","https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/nep499.csv"
